id,Job Title,Extracted Skills
113,Java Developer,"agile, ai, amazon web services, angular, ansible, apache, architecture, automation testing, aws, bitbucket, ci/cd, css, cybersecurity, design patterns, devops, docker, git, github, github actions, gitlab, gitlab ci, go, google cloud, html, integration testing, ios, java, javascript, jenkins, junit, microservices, ml, mysql, oracle, postgres, postgresql, power bi, powershell, r, react, rest, scikit-learn, security, soap, solidity, spring, sql, sql server, sqlite, uml, unit testing, vite, vue, vue.js, web3, webpack, websocket"
114,Java Developer,"ai, ajax, amazon web services, apache, huggingface, java, javascript, jquery, json, oracle, r, rest, restful, security, spring, svn"
115,Flutter Developer,"ai, android, huggingface, java, r, rest"
116,JavaScript Developer,"ai, airflow, ajax, amazon web services, angular, circleci, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, firebase, html, http, https, java, javascript, jira, jquery, ml, power bi, powershell, r, react, swiftui, vue, vuejs, web3, webpack, websocket"
117,Software Engineer,"amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data analysis, data engineering, data pipeline, data visualization, data warehouse, docker, elasticsearch, gcp, git, github actions, gitlab ci, google cloud, grpc, huggingface, ionic, javascript, linux, machine learning, mercurial, microservices, mocha, natural language processing, neural networks, objective-c, opencv, oracle, pytorch, r, react, react native, react.js, reactjs, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, tcp/ip, typescript, unix, webpack, websocket"
118,PHP Developer,"ai, bootstrap, css, git, laravel, php, r, redis, solid, sql, tailwind, vue, vuejs"
119,Backend Developer,"amazon web services, angular, api, apis, bootstrap, css, express, express.js, go, html, java, javascript, jquery, laravel, mariadb, ml, mongodb, mysql, nginx, nodejs, php, r, react, rest, rest api, sql, web3, webpack, websocket"
120,JavaScript Developer,"ajax, amazon web services, angular, angularjs, communication, css, erp, expressjs, go, html, java, javascript, jquery, json, ml, next.js, nextjs, node.js, nodejs, power bi, powershell, r, react.js, reactjs, swiftui, vue.js, vuejs, web3, webpack, websocket"
121,PHP Developer,"ai, ajax, architecture, bootstrap, css, dl, git, go, html, java, javascript, jquery, laravel, ml, mysql, php, r, sql"
122,Django Developer,"ai, angular, api, apis, css, data warehouse, django, go, html, illustrator, java, javascript, jquery, json, ml, networking, neural networks, python, r, rust, teamwork, unit testing"
123,JavaScript Developer,"adobe xd, agile, ai, airflow, ajax, amazon web services, analytical, android, angular, angularjs, ansible, apache, apache spark, api, apis, architecture, artificial intelligence, asana, asp.net, automation testing, aws, azure, babel, bash, blockchain, bootstrap, cassandra, chai, clean code, communication, css, dart, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, django, dl, dynamodb, elasticsearch, erp, fastapi, figma, firebase, flask, gatsby, git, github actions, gitlab, gitlab ci, go, golang, graphql, hadoop, html, huggingface, illustrator, integration testing, java, javascript, jira, json, kafka, kanban, keras, laravel, leadership, lua, machine learning, mariadb, matlab, matplotlib, mercurial, microservices, ml, mocha, natural language processing, neural networks, oauth, oracle, pandas, power bi, powershell, pyspark, qa, r, rails, react, react native, react.js, reactjs, rest, rest api, ruby on rails, rust, salesforce, sap, sass, scala, scikit-learn, seaborn, sharepoint, sklearn, soap, spacy, spark, sql, statistics, tableau, tailwind, teamwork, terraform, transformers, vagrant, web3, webpack, websocket, xamarin, xml"
124,Node js developer,"ai, angular, angularjs, apache, bootstrap, clean code, css, dl, expressjs, go, html, http, java, javascript, jquery, json, ml, next.js, nextjs, nginx, node.js, nodejs, nosql, r, react, react.js, reactjs, scrum, sql, vue.js, vuejs"
125,Backend Developer,"agile, ai, amazon web services, android, angular, api, apis, aws, clean code, communication, docker, firebase, git, go, java, json, ml, mysql, oop, power bi, powershell, problem solving, r, rest, restful, scrum, shell, soap, spring, sql, svn, web3, webpack, websocket, xml"
126,JavaScript Developer,".net, adobe xd, agile, ai, amazon web services, ansible, apache, apache spark, architecture, artificial intelligence, asp.net, automation testing, aws, azure, babel, bert, bitbucket, chef, circleci, clean code, computer vision, confluence, css, cybersecurity, cypress, data engineering, data pipeline, data warehouse, deep learning, design patterns, devops, docker, elasticsearch, erp, ethereum, etl, express, expressjs, firebase, flutter, git, github, go, google cloud, hive, html, huggingface, integration testing, java, javascript, jenkins, jest, jquery, keras, kubernetes, laravel, leadership, less, machine learning, mercurial, microservices, ml, natural language processing, neo4j, networking, neural networks, next.js, nextjs, node.js, nodejs, nosql, objective-c, opencv, oracle, perl, postgres, postgresql, power bi, powershell, problem solving, puppet, pytest, r, react, react native, react.js, reactjs, redis, rest, rest api, restful, salesforce, scikit-learn, seaborn, security, selenium, sharepoint, shell, sketch, sklearn, solid, sql, sql server, sqlite, svelte, swiftui, system design, tableau, teamwork, tensorflow, terraform, transformers, trello, typescript, unit testing, vite, vue, vue.js, vuejs, web3, webpack, websocket"
127,DevOps Engineer,"ai, aws, ci/cd, cicd, data pipeline, devops, docker, git, gitlab, gitlab ci, go, kubernetes, python, r, shell"
128,Software Engineer,".net, amazon web services, android, angular, angularjs, api, apis, architecture, automation testing, aws, c++, communication, couchdb, css, dynamodb, elasticsearch, erp, go, html, integration testing, ios, java, javascript, kubernetes, linux, lua, machine learning, mariadb, ml, mongodb, mysql, networking, neural networks, node.js, nosql, postgres, power bi, powershell, r, react, react native, redis, rest, restful, ruby, security, sql, unit testing, web3, webpack, websocket"
129,JavaScript Developer,"agile, ai, ajax, amazon web services, angular, angularjs, api, apis, clean code, css, data warehouse, go, html, illustrator, java, javascript, json, ml, networking, neural networks, oracle, power bi, powershell, r, react, reactjs, rest, rest api, restful, rust, scrum, teamwork, vagrant, web3, webpack, websocket"
130,Full Stack Developer,"agile, ai, api, apis, architecture, bdd, git, go, less, ml, r, react, ruby, tdd"
131,DevOps Engineer,"ai, amazon web services, apache, architecture, aws, azure, devops, dl, docker, ethereum, git, go, java, jenkins, kubernetes, linux, mysql, nginx, power bi, powershell, python, r, security, shell, sql, teamwork, web3, webpack, websocket"
132,Network Administrator,"ai, amazon web services, dl, golang, natural language processing, networking, neural networks, r, sap, security, web3, webpack, websocket"
133,Backend Developer,"ai, amazon web services, android, angular, api, go, ios, java, kubernetes, laravel, php, power bi, powershell, r, rails, rest, ruby, ruby on rails, sql, svelte, swift, web3, webpack, websocket"
134,DevOps Engineer,"ai, amazon web services, architecture, automation testing, aws, azure, bitbucket, ci/cd, communication, cybersecurity, data warehouse, erp, git, github, github actions, gitlab, gitlab ci, go, integration testing, jenkins, jira, junit, linux, microservices, networking, neural networks, nodejs, powershell, pytest, r, scikit-learn, security, shell, solidity, sqlite, system design, terraform, unit testing, vite"
135,Network Administrator,"ai, amazon web services, aws, azure, data analysis, linux, microservices, networking, neural networks, power bi, powershell, r, teamwork, web3, webpack, websocket"
136,iOS Developer,".net, amazon web services, analytical, data warehouse, go, hive, illustrator, ios, mercurial, networking, neural networks, objective-c, power bi, powershell, r, react native, rust, swift, teamwork, transformers, web3, webpack, websocket"
137,Full Stack Developer,"ai, clean code, devops, dl, gcp, go, google cloud, http, java, javascript, machine learning, mongodb, problem solving, python, r, react, reactjs, rest, scrum, sql, sql server, tensorflow"
138,Node js developer,"ai, amazon web services, communication, data warehouse, design patterns, dl, docker, erp, express, gcp, git, go, golang, hadoop, illustrator, java, jenkins, leadership, less, lua, machine learning, mongodb, natural language processing, networking, neural networks, node.js, oop, power bi, powershell, r, react, rust, scala, system design, teamwork, web3, webpack, websocket"
139,JavaScript Developer,"adobe xd, ai, amazon web services, architecture, aws, azure, bash, c#, data engineering, express, git, go, google cloud, hadoop, http, java, javascript, leadership, less, mariadb, microservices, ml, natural language processing, networking, oop, power bi, powershell, r, rest, security, shell, soap, ssl, typescript, web3, webpack, websocket"
140,PHP Developer,"ai, ajax, amazon web services, css, dl, go, html, java, javascript, ml, php, power bi, powershell, r, rest, sap, solid, web3, webpack, websocket"
141,Full Stack Developer,"ai, angular, angularjs, api, architecture, automation testing, azure, bitbucket, c++, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, dl, ethereum, flutter, github, github actions, go, google cloud, huggingface, illustrator, ios, java, jquery, junit, kubernetes, linux, lua, mercurial, natural language processing, neural networks, node.js, numpy, nuxt, oauth, problem solving, puppet, python, r, restful, ruby, ruby on rails, rust, scrum, security, selenium, sql, swiftui, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
142,PHP Developer,"ai, amazon web services, analytical, api, apis, automation testing, clean code, communication, css, erp, go, html, integration testing, java, javascript, jquery, json, ml, mysql, php, power bi, powershell, pytest, python, r, sql, unit testing, web3, webpack, websocket, xml"
